GeneId	TranscriptId	GeneName
ENSG00000123570	ENST00000243298	RAB9B
ENSG00000119714	ENST00000531499	GPR68
ENSG00000167632	ENST00000389328	TRAPPC9
ENSG00000101842	ENST00000415430	VSIG1
ENSG00000196589	ENST00000636986	MBD3L2B
ENSG00000282076	ENST00000632153	KCNQ1
ENSG00000125826	ENST00000356286	RBCK1
ENSG00000015592	ENST00000350889	STMN4
ENSG00000227420	ENST00000454427	MRPS18B
ENSG00000062582	ENST00000317534	MRPS24
ENSG00000138081	ENST00000403359	FBXO11
ENSG00000136908	ENST00000314392	DPM2
ENSG00000278006	ENST00000615723	CCL18
ENSG00000100116	ENST00000323205	GCAT
ENSG00000170275	ENST00000320954	CRTAP
ENSG00000168621	ENST00000427982	GDNF
ENSG00000167941	ENST00000301691	SOST
ENSG00000169194	ENST00000304506	IL13
ENSG00000270617	ENST00000603700	URGCP-MRPS24
ENSG00000048052	ENST00000441542	HDAC9
ENSG00000173848	ENST00000355029	NET1
ENSG00000134954	ENST00000392668	ETS1
ENSG00000132749	ENST00000255087	TESMIN
ENSG00000174136	ENST00000308234	RGMB
ENSG00000106608	ENST00000453200	URGCP
ENSG00000198173	ENST00000358047	FAM47C
ENSG00000230995	ENST00000420949	PPP1R10
ENSG00000109083	ENST00000585089	IFT20
ENSG00000276085	ENST00000619989	CCL3L1
ENSG00000187091	ENST00000463876	PLCD1
ENSG00000166963	ENST00000300231	MAP1A
ENSG00000124564	ENST00000397060	SLC17A3
ENSG00000146263	ENST00000275053	MMS22L
ENSG00000147364	ENST00000382824	FBXO25
ENSG00000110514	ENST00000311027	MADD
ENSG00000102539	ENST00000218721	MLNR
ENSG00000132031	ENST00000407540	MATN3
ENSG00000101181	ENST00000370823	MTG2
ENSG00000187533	ENST00000344526	PRR27
ENSG00000113558	ENST00000353411	SKP1
ENSG00000158427	ENST00000436583	TMSB15B
ENSG00000155099	ENST00000285419	PIP4P2
ENSG00000047621	ENST00000261250	C12orf4
ENSG00000136715	ENST00000357702	SAP130
ENSG00000215041	ENST00000399464	NEURL4
ENSG00000130717	ENST00000372211	UCK1
ENSG00000153707	ENST00000381196	PTPRD
ENSG00000023892	ENST00000316637	DEF6
ENSG00000167693	ENST00000336868	NXN
ENSG00000110811	ENST00000290510	P3H3
ENSG00000241697	ENST00000374879	TMEFF1
ENSG00000197321	ENST00000355867	SVIL
ENSG00000231479	ENST00000453831	SLC44A4
ENSG00000214946	ENST00000437605	TBC1D26
ENSG00000158050	ENST00000288943	DUSP2
ENSG00000104369	ENST00000342232	JPH1
ENSG00000172243	ENST00000304084	CLEC7A
ENSG00000185055	ENST00000480514	EFCAB10
ENSG00000120709	ENST00000239906	FAM53C
ENSG00000164932	ENST00000330295	CTHRC1
ENSG00000166049	ENST00000370357	PASD1
ENSG00000066697	ENST00000613183	MSANTD3
ENSG00000109084	ENST00000226230	TMEM97
ENSG00000112167	ENST00000229903	SAYSD1
ENSG00000078699	ENST00000346541	CBFA2T2
ENSG00000104381	ENST00000220822	GDAP1
ENSG00000135249	ENST00000257700	RINT1
ENSG00000150756	ENST00000511437	FAM173B
ENSG00000084733	ENST00000264710	RAB10
ENSG00000277222	ENST00000613725	BTBD7
ENSG00000112033	ENST00000311565	PPARD
ENSG00000277181	ENST00000622453	KIR3DL2
ENSG00000251349	ENST00000502978	MSANTD3-TMEFF1
ENSG00000123146	ENST00000242786	ADGRE5
ENSG00000146021	ENST00000309755	KLHL3
ENSG00000116062	ENST00000234420	MSH6
ENSG00000130714	ENST00000372228	POMT1
ENSG00000183054	ENST00000329516	RGPD6
ENSG00000158402	ENST00000323760	CDC25C
ENSG00000129480	ENST00000310850	DTD2
ENSG00000035141	ENST00000037869	FAM136A
ENSG00000129493	ENST00000543095	HEATR5A
ENSG00000168876	ENST00000544612	ANKRD49
ENSG00000138386	ENST00000337386	NAB1
ENSG00000278567	ENST00000613396	CCL3
ENSG00000162992	ENST00000295108	NEUROD1
ENSG00000174137	ENST00000308132	FAM53A
ENSG00000065328	ENST00000484800	MCM10
ENSG00000127527	ENST00000455140	EPS15L1
ENSG00000099219	ENST00000339450	ERMP1
ENSG00000103653	ENST00000220003	CSK
ENSG00000187607	ENST00000464847	ZNF286A
ENSG00000113575	ENST00000481195	PPP2CA
ENSG00000108861	ENST00000226004	DUSP3
ENSG00000178568	ENST00000342788	ERBB4
ENSG00000180182	ENST00000324817	MED14
ENSG00000154134	ENST00000397801	ROBO3
ENSG00000179044	ENST00000314586	EXOC3L1
ENSG00000170145	ENST00000304987	SIK2
ENSG00000037474	ENST00000264670	NSUN2
ENSG00000074181	ENST00000263388	NOTCH3
ENSG00000250510	ENST00000311268	GPR162
ENSG00000276468	ENST00000621698	KIR2DP1
ENSG00000206053	ENST00000248098	JPT2
ENSG00000145681	ENST00000274341	HAPLN1
ENSG00000275962	ENST00000620474	VSTM1
ENSG00000137713	ENST00000311129	PPP2R1B
ENSG00000051128	ENST00000539827	HOMER3
ENSG00000103490	ENST00000247470	PYCARD
ENSG00000105705	ENST00000247001	SUGP1
ENSG00000149636	ENST00000426836	DSN1
ENSG00000276875	ENST00000620235	KIR3DL3
ENSG00000183775	ENST00000507359	KCTD16
ENSG00000238269	ENST00000374971	PAGE2B
ENSG00000084090	ENST00000337288	STARD7
ENSG00000177054	ENST00000446113	ZDHHC13
ENSG00000177663	ENST00000319363	IL17RA
ENSG00000107036	ENST00000414202	RIC1
ENSG00000134569	ENST00000378623	LRP4
ENSG00000233803	ENST00000383008	TSPY4
ENSG00000134438	ENST00000334889	RAX
ENSG00000155754	ENST00000439140	C2CD6
ENSG00000102580	ENST00000602402	DNAJC3
ENSG00000183010	ENST00000402252	PYCR1
ENSG00000234068	ENST00000374968	PAGE2
ENSG00000132507	ENST00000336452	EIF5A
ENSG00000106038	ENST00000496902	EVX1
ENSG00000274580	ENST00000615829	FCAR
ENSG00000102974	ENST00000646076	CTCF
ENSG00000214967	ENST00000530217	NPIPA7
ENSG00000197302	ENST00000316491	ZNF720
ENSG00000182645	ENST00000333254	CCDC172
ENSG00000167654	ENST00000450849	ATCAY
ENSG00000100519	ENST00000445930	PSMC6
ENSG00000183307	ENST00000331437	TMEM121B
ENSG00000214021	ENST00000426895	TTLL3
ENSG00000196954	ENST00000444739	CASP4
ENSG00000089048	ENST00000202816	ESF1
ENSG00000177238	ENST00000322122	TRIM72
ENSG00000085415	ENST00000399892	SEH1L
ENSG00000169900	ENST00000302964	PYDC1
ENSG00000102158	ENST00000358075	MAGT1
ENSG00000145545	ENST00000274192	SRD5A1
ENSG00000007545	ENST00000397412	CRAMP1
ENSG00000139684	ENST00000378720	ESD
ENSG00000140740	ENST00000268379	UQCRC2
ENSG00000231256	ENST00000449302	CFAP97D1
ENSG00000125375	ENST00000311459	ATP5S
ENSG00000087258	ENST00000262494	GNAO1
ENSG00000105669	ENST00000600932	COPE
ENSG00000102543	ENST00000251108	CDADC1
ENSG00000169692	ENST00000371696	AGPAT2
ENSG00000282152	ENST00000633655	DLGAP2
ENSG00000156052	ENST00000286548	GNAQ
ENSG00000128310	ENST00000249041	GALR3
ENSG00000134548	ENST00000256969	SPX
ENSG00000033011	ENST00000262374	ALG1
ENSG00000112812	ENST00000230582	PRSS16
ENSG00000170122	ENST00000382500	FOXD4
ENSG00000087299	ENST00000267436	L2HGDH
ENSG00000015133	ENST00000389857	CCDC88C
ENSG00000182087	ENST00000356663	TMEM259
ENSG00000229549	ENST00000383000	TSPY8
ENSG00000181544	ENST00000398334	FANCB
ENSG00000129933	ENST00000262815	MAU2
ENSG00000111713	ENST00000261195	GYS2
ENSG00000016082	ENST00000230658	ISL1
ENSG00000206075	ENST00000382771	SERPINB5
ENSG00000276070	ENST00000617405	CCL4L2
ENSG00000172530	ENST00000393207	BANP
ENSG00000182108	ENST00000570440	DEXI
ENSG00000185760	ENST00000342056	KCNQ5
ENSG00000175470	ENST00000455566	PPP2R2D
ENSG00000166922	ENST00000300175	SCG5
ENSG00000226898	ENST00000414436	UBD
ENSG00000169717	ENST00000378404	ACTRT2
ENSG00000173705	ENST00000309558	SUSD5
ENSG00000179583	ENST00000618327	CIITA
ENSG00000273326	ENST00000574656	TAS2R7
ENSG00000272712	ENST00000572823	TAS2R8
ENSG00000100490	ENST00000395834	CDKL1
ENSG00000232569	ENST00000452300	GABBR1
ENSG00000164176	ENST00000296591	EDIL3
ENSG00000273993	ENST00000619256	PTPRK
ENSG00000172602	ENST00000309739	RND1
ENSG00000025039	ENST00000369415	RRAGD
ENSG00000147065	ENST00000360270	MSN
ENSG00000088386	ENST00000376503	SLC15A1
ENSG00000181396	ENST00000329197	OGFOD3
ENSG00000072110	ENST00000394419	ACTN1
ENSG00000198597	ENST00000355537	ZNF536
ENSG00000134330	ENST00000497473	IAH1
ENSG00000172367	ENST00000355547	PDZD3
ENSG00000091592	ENST00000617618	NLRP1
ENSG00000166024	ENST00000612478	R3HCC1L
ENSG00000123104	ENST00000381340	ITPR2
ENSG00000135373	ENST00000531794	EHF
ENSG00000130414	ENST00000252711	NDUFA10
ENSG00000116032	ENST00000234389	GRIN3B
ENSG00000177370	ENST00000327158	TIMM22
ENSG00000171053	ENST00000305738	PATE1
ENSG00000105366	ENST00000321424	SIGLEC8
ENSG00000105193	ENST00000251453	RPS16
ENSG00000132522	ENST00000380728	GPS2
ENSG00000184640	ENST00000427177	SEPT9
ENSG00000167771	ENST00000301459	RCOR2
ENSG00000123569	ENST00000217926	H2BFWT
ENSG00000159842	ENST00000302538	ABR
ENSG00000164934	ENST00000297579	DCAF13
ENSG00000273707	ENST00000616138	CDKN1C
ENSG00000177842	ENST00000314529	ZNF620
ENSG00000204304	ENST00000375050	PBX2
ENSG00000172216	ENST00000303004	CEBPB
ENSG00000162975	ENST00000295082	KCNF1
ENSG00000175426	ENST00000311106	PCSK1
ENSG00000165168	ENST00000378588	CYBB
ENSG00000276802	ENST00000632916	HERC2
ENSG00000100987	ENST00000376709	VSX1
ENSG00000177947	ENST00000325113	ODF3
ENSG00000122643	ENST00000620705	NT5C3A
ENSG00000196844	ENST00000358524	PATE2
ENSG00000140990	ENST00000268668	NDUFB10
ENSG00000103174	ENST00000312251	NAGPA
ENSG00000111832	ENST00000466444	RWDD1
ENSG00000101812	ENST00000355016	H2BFM
ENSG00000152192	ENST00000377208	POU4F1
ENSG00000166634	ENST00000382768	SERPINB12
ENSG00000236027	ENST00000445202	PATE3
ENSG00000070371	ENST00000427926	CLTCL1
ENSG00000047597	ENST00000378616	XK
ENSG00000156860	ENST00000356166	FBRS
ENSG00000172575	ENST00000310803	RASGRP1
ENSG00000260287	ENST00000569055	TBC1D3G
ENSG00000123095	ENST00000242728	BHLHE41
ENSG00000165629	ENST00000356708	ATP5F1C
ENSG00000105671	ENST00000247003	DDX49
ENSG00000136160	ENST00000377211	EDNRB
ENSG00000187516	ENST00000341016	HYPM
ENSG00000188076	ENST00000342878	SCGB1C1
ENSG00000036473	ENST00000039007	OTC
ENSG00000255302	ENST00000530028	EID1
ENSG00000164933	ENST00000297578	SLC25A32
ENSG00000130032	ENST00000370353	PRRG3
ENSG00000185634	ENST00000332408	SHC4
ENSG00000177951	ENST00000382762	BET1L
ENSG00000038274	ENST00000321757	MAT2B
ENSG00000123096	ENST00000242729	SSPN
ENSG00000136770	ENST00000376980	DNAJC1
ENSG00000276130	ENST00000615661	SLC22A18
ENSG00000130962	ENST00000542554	PRRG1
ENSG00000248712	ENST00000503566	CCDC153
ENSG00000108691	ENST00000225831	CCL2
ENSG00000237114	ENST00000445893	CDSN
ENSG00000197641	ENST00000269489	SERPINB13
ENSG00000234605	ENST00000422316	PSORS1C2
ENSG00000169896	ENST00000544665	ITGAM
ENSG00000151694	ENST00000310823	ADAM17
ENSG00000231094	ENST00000441092	PSORS1C1
ENSG00000275954	ENST00000620210	TBC1D3F
ENSG00000130711	ENST00000253008	PRDM12
ENSG00000274226	ENST00000610350	TBC1D3H
ENSG00000151893	ENST00000369151	CACUL1
ENSG00000153113	ENST00000395812	CAST
ENSG00000278809	ENST00000611608	KIR3DL2
ENSG00000203837	ENST00000369230	PNLIPRP3
ENSG00000164713	ENST00000297290	BRI3
ENSG00000214336	ENST00000428390	FOXI3
ENSG00000156313	ENST00000378505	RPGR
ENSG00000274933	ENST00000621034	TBC1D3I
ENSG00000188175	ENST00000453812	HEPACAM2
ENSG00000165272	ENST00000297991	AQP3
ENSG00000138131	ENST00000260702	LOXL4
ENSG00000004961	ENST00000321143	HCCS
ENSG00000006453	ENST00000005260	BAIAP2L1
ENSG00000164265	ENST00000296694	SCGB3A2
ENSG00000276355	ENST00000614463	TARM1
ENSG00000274921	ENST00000638649	KIR2DS4
ENSG00000114026	ENST00000302036	OGG1
ENSG00000178776	ENST00000318315	C5orf46
ENSG00000004777	ENST00000314737	ARHGAP33
ENSG00000110090	ENST00000265641	CPT1A
ENSG00000102760	ENST00000379359	RGCC
ENSG00000283428	ENST00000638102	CCDC195
ENSG00000152193	ENST00000282003	RNF219
ENSG00000104044	ENST00000354638	OCA2
ENSG00000167311	ENST00000397068	ART5
ENSG00000103707	ENST00000220058	MTFMT
ENSG00000143942	ENST00000295304	CHAC2
ENSG00000172073	ENST00000303254	TEX37
ENSG00000180264	ENST00000334810	ADGRD2
ENSG00000273086	ENST00000573524	TAS2R9
ENSG00000165323	ENST00000525166	FAT3
ENSG00000103489	ENST00000261381	XYLT1
ENSG00000270898	ENST00000406625	GPR75-ASB3
ENSG00000237353	ENST00000457514	PATE4
ENSG00000185272	ENST00000400577	RBM11
ENSG00000165802	ENST00000371475	NSMF
ENSG00000206418	ENST00000329286	RAB12
ENSG00000122012	ENST00000502798	SV2C
ENSG00000237247	ENST00000329753	MBD3L5
ENSG00000103184	ENST00000251170	SEC14L5
ENSG00000108688	ENST00000378569	CCL7
ENSG00000068912	ENST00000185150	ERLEC1
ENSG00000205718	ENST00000381394	MBD3L4
ENSG00000274412	ENST00000622658	KIR2DL2
ENSG00000163235	ENST00000444975	TGFA
ENSG00000230522	ENST00000381393	MBD3L2
ENSG00000158158	ENST00000377075	CNNM4
ENSG00000134460	ENST00000379959	IL2RA
ENSG00000177291	ENST00000321660	GJD4
ENSG00000069998	ENST00000336737	HDHD5
ENSG00000182712	ENST00000369484	CMC4
ENSG00000131174	ENST00000481445	COX7B
ENSG00000118898	ENST00000345988	PPL
ENSG00000170558	ENST00000269141	CDH2
ENSG00000182315	ENST00000333843	MBD3L3
ENSG00000103710	ENST00000220062	RASL12
ENSG00000178773	ENST00000268720	CPNE7
ENSG00000177283	ENST00000374694	FZD8
ENSG00000112039	ENST00000229769	FANCE
ENSG00000185515	ENST00000369462	BRCC3
ENSG00000105523	ENST00000263266	FAM83E
ENSG00000205937	ENST00000565678	RNPS1
ENSG00000102547	ENST00000610540	CAB39L
ENSG00000186198	ENST00000334287	SLC51B
ENSG00000177202	ENST00000321762	SPACA4
ENSG00000139537	ENST00000320516	CCDC65
ENSG00000273911	ENST00000612634	KIR3DL2
ENSG00000171311	ENST00000370902	EXOSC1
ENSG00000148057	ENST00000376419	IDNK
ENSG00000130544	ENST00000252840	ZNF557
ENSG00000106236	ENST00000265634	NPTX2
ENSG00000177733	ENST00000314940	HNRNPA0
ENSG00000281988	ENST00000631997	GRK1
ENSG00000274811	ENST00000620010	CLPTM1L
ENSG00000274616	ENST00000615030	CNOT3
ENSG00000164418	ENST00000421544	GRIK2
ENSG00000236396	ENST00000588001	SLC35G4
ENSG00000147378	ENST00000370350	FATE1
ENSG00000150873	ENST00000381585	C2orf50
ENSG00000185105	ENST00000409745	MYADML2
ENSG00000269743	ENST00000594199	SLC25A53
ENSG00000134285	ENST00000550765	FKBP11
ENSG00000167037	ENST00000400359	SGSM1
ENSG00000166707	ENST00000611638	ZCCHC18
ENSG00000161647	ENST00000398393	MPP3
ENSG00000187398	ENST00000336930	LUZP2
ENSG00000101180	ENST00000340177	HRH3
ENSG00000282107	ENST00000631591	TMEM255B
ENSG00000214943	ENST00000399285	GPR33
ENSG00000135956	ENST00000258439	TMEM127
ENSG00000118894	ENST00000427587	EEF2KMT
ENSG00000068097	ENST00000184956	HEATR6
ENSG00000087589	ENST00000360314	CASS4
ENSG00000135905	ENST00000258390	DOCK10
ENSG00000226784	ENST00000458128	PGAM4
ENSG00000101443	ENST00000372676	WFDC2
ENSG00000165240	ENST00000341514	ATP7A
ENSG00000082397	ENST00000341928	EPB41L3
ENSG00000278516	ENST00000613622	LENG1
ENSG00000131831	ENST00000545871	RAI2
ENSG00000119737	ENST00000394705	GPR75
ENSG00000144407	ENST00000272847	PTH2R
ENSG00000263028	ENST00000573562	TAS2R19
ENSG00000153922	ENST00000614616	CHD1
ENSG00000115239	ENST00000263634	ASB3
ENSG00000213973	ENST00000596209	ZNF99
ENSG00000272803	ENST00000572141	PRH2
ENSG00000004468	ENST00000226279	CD38
ENSG00000186314	ENST00000334744	PRELID2
ENSG00000055332	ENST00000233057	EIF2AK2
ENSG00000130055	ENST00000453994	GDPD2
ENSG00000102468	ENST00000542664	HTR2A
ENSG00000134287	ENST00000256682	ARF3
ENSG00000172888	ENST00000339296	ZNF621
ENSG00000214827	ENST00000369476	MTCP1
ENSG00000103549	ENST00000324685	RNF40
ENSG00000273092	ENST00000570941	TAS2R20
ENSG00000112659	ENST00000252050	CUL9
ENSG00000145936	ENST00000274629	KCNMB1
ENSG00000262525	ENST00000574263	TAS2R46
ENSG00000263247	ENST00000574424	PRR4
ENSG00000121297	ENST00000240587	TSHZ3
ENSG00000084693	ENST00000360131	AGBL5
ENSG00000155100	ENST00000285420	OTUD6B
ENSG00000182132	ENST00000434108	KCNIP1
ENSG00000196396	ENST00000371621	PTPN1
ENSG00000137434	ENST00000259983	C6orf52
ENSG00000275136	ENST00000621702	FCAR
ENSG00000102144	ENST00000373316	PGK1
ENSG00000197948	ENST00000435817	FCHSD1
ENSG00000153446	ENST00000315997	C16orf89
ENSG00000224319	ENST00000453513	OR2H2
ENSG00000147041	ENST00000456733	SYTL5
ENSG00000111845	ENST00000379568	PAK1IP1
ENSG00000177679	ENST00000611745	SRRM3
ENSG00000005471	ENST00000265723	ABCB4
ENSG00000273431	ENST00000575654	TAS2R50
ENSG00000115263	ENST00000418842	GCG
ENSG00000078795	ENST00000508883	PKD2L2
ENSG00000109205	ENST00000396094	ODAM
ENSG00000262612	ENST00000571879	TAS2R43
ENSG00000261984	ENST00000575008	TAS2R14
ENSG00000175535	ENST00000369221	PNLIP
ENSG00000272805	ENST00000576159	TAS2R10
ENSG00000262111	ENST00000576640	TAS2R30
ENSG00000273457	ENST00000574870	TAS2R13
ENSG00000198331	ENST00000425380	HYLS1
ENSG00000044459	ENST00000380647	CNTLN
ENSG00000263097	ENST00000572376	TAS2R31
ENSG00000105131	ENST00000221730	EPHX3
ENSG00000213339	ENST00000250237	QTRT1
ENSG00000162976	ENST00000295083	PQLC3
ENSG00000162994	ENST00000401408	CLHC1
ENSG00000134996	ENST00000346234	OSTF1
ENSG00000130150	ENST00000380492	MOSPD2
ENSG00000120049	ENST00000461105	KCNIP2
ENSG00000171314	ENST00000334828	PGAM1
ENSG00000275736	ENST00000613426	OSCAR
ENSG00000110060	ENST00000227474	PUS3
ENSG00000170681	ENST00000307584	CAVIN4
ENSG00000122512	ENST00000265849	PMS2
ENSG00000147036	ENST00000378619	LANCL3
ENSG00000156463	ENST00000511217	SH3RF2
ENSG00000123575	ENST00000493442	FAM199X
ENSG00000053900	ENST00000510092	ANAPC4
ENSG00000228474	ENST00000456793	OST4
ENSG00000154518	ENST00000284727	ATP5MC3
ENSG00000105376	ENST00000221980	ICAM5
ENSG00000164620	ENST00000297164	RELL2
ENSG00000101955	ENST00000378533	SRPX
ENSG00000168884	ENST00000315423	TNIP2
ENSG00000234438	ENST00000432196	KBTBD13
ENSG00000138279	ENST00000372919	ANXA7
ENSG00000143947	ENST00000272317	RPS27A
ENSG00000204928	ENST00000377976	GRXCR2
ENSG00000129744	ENST00000250693	ART1
ENSG00000139182	ENST00000266546	CLSTN3
ENSG00000112186	ENST00000229922	CAP2
ENSG00000152133	ENST00000409774	GPATCH11
ENSG00000090006	ENST00000308370	LTBP4
ENSG00000031003	ENST00000033079	FAM13B
ENSG00000171148	ENST00000301964	TADA3
ENSG00000072401	ENST00000373910	UBE2D1
ENSG00000273590	ENST00000624304	SMIM11B
ENSG00000152495	ENST00000282356	CAMK4
ENSG00000196220	ENST00000383836	SRGAP3
ENSG00000150753	ENST00000280326	CCT5
ENSG00000177324	ENST00000380033	BEND2
ENSG00000156298	ENST00000378482	TSPAN7
ENSG00000116237	ENST00000343813	ICMT
ENSG00000106049	ENST00000265395	HIBADH
ENSG00000042062	ENST00000327979	RIPOR3
ENSG00000100129	ENST00000624234	EIF3L
ENSG00000132305	ENST00000410111	IMMT
ENSG00000148019	ENST00000376597	CEP78
ENSG00000160932	ENST00000520466	LY6E
ENSG00000107581	ENST00000369144	EIF3A
ENSG00000166569	ENST00000299721	CPLX4
ENSG00000283329	ENST00000637493	FAM240B
ENSG00000103326	ENST00000219611	CAPN15
ENSG00000149179	ENST00000378615	C11orf49
ENSG00000230048	ENST00000438415	VWA7
ENSG00000080603	ENST00000262518	SRCAP
ENSG00000130713	ENST00000372358	EXOSC2
ENSG00000182518	ENST00000425133	FAM104B
ENSG00000116251	ENST00000234875	RPL22
ENSG00000148702	ENST00000351270	HABP2
ENSG00000236560	ENST00000431424	PPP1R11
ENSG00000165716	ENST00000371692	FAM69B
ENSG00000165169	ENST00000378578	DYNLT3
ENSG00000108588	ENST00000225726	CCDC47
ENSG00000135018	ENST00000376395	UBQLN1
ENSG00000144591	ENST00000358215	GMPPA
ENSG00000197893	ENST00000369358	NRAP
ENSG00000241553	ENST00000433034	ARPC4
ENSG00000148985	ENST00000278243	PGAP2
ENSG00000167306	ENST00000285039	MYO5B
ENSG00000109832	ENST00000263576	DDX25
ENSG00000198755	ENST00000322203	RPL10A
ENSG00000110756	ENST00000349215	HPS5
ENSG00000101843	ENST00000217958	PSMD10
ENSG00000237733	ENST00000449145	RNF39
ENSG00000114648	ENST00000232766	KLHL18
ENSG00000122257	ENST00000319715	RBBP6
ENSG00000156873	ENST00000563588	PHKG2
ENSG00000276776	ENST00000620359	TC2N
ENSG00000170608	ENST00000302177	FOXA3
ENSG00000161082	ENST00000292672	CELF5
ENSG00000187922	ENST00000497771	LCN10
ENSG00000158286	ENST00000377939	RNF207
ENSG00000088727	ENST00000335044	KIF9
ENSG00000188613	ENST00000425699	NANOS1
ENSG00000153814	ENST00000283928	JAZF1
ENSG00000151702	ENST00000527786	FLI1
ENSG00000198909	ENST00000361357	MAP3K3
ENSG00000100124	ENST00000215941	ANKRD54
ENSG00000228927	ENST00000424594	TSPY3
ENSG00000168137	ENST00000402198	SETD5
ENSG00000091583	ENST00000205948	APOH
ENSG00000161277	ENST00000292894	THAP8
ENSG00000120729	ENST00000239926	MYOT
ENSG00000246922	ENST00000559089	UBAP1L
ENSG00000101446	ENST00000217428	SPINT3
ENSG00000267206	ENST00000341206	LCN6
ENSG00000106052	ENST00000396319	TAX1BP1
ENSG00000070214	ENST00000374720	SLC44A1
ENSG00000105270	ENST00000360535	CLIP3
ENSG00000112419	ENST00000440869	PHACTR2
ENSG00000213822	ENST00000396477	CEACAM18
ENSG00000134072	ENST00000256460	CAMK1
ENSG00000101448	ENST00000354280	EPPIN
ENSG00000157578	ENST00000358268	LCA5L
ENSG00000149182	ENST00000524782	ARFGAP2
ENSG00000196653	ENST00000296091	ZNF502
ENSG00000154229	ENST00000413366	PRKCA
ENSG00000102595	ENST00000376747	UGGT2
ENSG00000168078	ENST00000522944	PBK
ENSG00000274338	ENST00000619027	CATSPERB
ENSG00000152611	ENST00000397367	CAPSL
ENSG00000176171	ENST00000368636	BNIP3
ENSG00000268696	ENST00000600766	ZNF723
ENSG00000099875	ENST00000250896	MKNK2
ENSG00000167315	ENST00000285093	ACAA2
ENSG00000249139	ENST00000504988	EPPIN-WFDC6
ENSG00000196118	ENST00000543610	CCDC189
ENSG00000243543	ENST00000372670	WFDC6
ENSG00000168502	ENST00000359865	MTCL1
ENSG00000176571	ENST00000518476	CNBD1
ENSG00000176635	ENST00000336726	HORMAD2
ENSG00000162571	ENST00000379290	TTLL10
ENSG00000156990	ENST00000383820	RPUSD3
ENSG00000114999	ENST00000233336	TTL
ENSG00000124103	ENST00000371328	FAM209A
ENSG00000151413	ENST00000281081	NUBPL
ENSG00000022277	ENST00000023939	RTF2
ENSG00000136738	ENST00000377524	STAM
ENSG00000149089	ENST00000395787	APIP
ENSG00000179776	ENST00000341529	CDH5
ENSG00000183862	ENST00000329903	CNGA2
ENSG00000140506	ENST00000309664	LMAN1L
ENSG00000175315	ENST00000312134	CST6
ENSG00000281991	ENST00000615541	TMEM265
ENSG00000137440	ENST00000382333	FGFBP1
ENSG00000269067	ENST00000594710	ZNF728
ENSG00000100330	ENST00000401950	MTMR3
ENSG00000110583	ENST00000377793	NAA40
ENSG00000102098	ENST00000251900	SCML2
ENSG00000124171	ENST00000371610	PARD6B
ENSG00000173812	ENST00000469257	EIF1
ENSG00000149503	ENST00000394818	INCENP
ENSG00000278129	ENST00000621650	ZNF8
ENSG00000276856	ENST00000620361	TUBGCP5
ENSG00000068697	ENST00000175091	LAPTM4A
ENSG00000102096	ENST00000376509	PIM2
ENSG00000093072	ENST00000399837	ADA2
ENSG00000110435	ENST00000227868	PDHX
ENSG00000168003	ENST00000377891	SLC3A2
ENSG00000184524	ENST00000330106	CEND1
ENSG00000147419	ENST00000356537	CCDC25
ENSG00000142396	ENST00000610038	ERVK3-1
ENSG00000078967	ENST00000222402	UBE2D4
ENSG00000213578	ENST00000395018	CPLX3
ENSG00000145569	ENST00000274217	FAM105A
ENSG00000198131	ENST00000269829	ZNF544
ENSG00000171105	ENST00000302850	INSR
ENSG00000167034	ENST00000380871	NKX3-1
ENSG00000165623	ENST00000378681	UCMA
ENSG00000163040	ENST00000295171	CCDC74A
ENSG00000147655	ENST00000276659	RSPO2
ENSG00000102882	ENST00000263025	MAPK3
ENSG00000137441	ENST00000259989	FGFBP2
ENSG00000047249	ENST00000359530	ATP6V1H
ENSG00000250151	ENST00000397256	ARPC4-TTLL3
ENSG00000112337	ENST00000377850	SLC17A2
ENSG00000213654	ENST00000375040	GPSM3
ENSG00000274780	ENST00000616346	PHRF1
ENSG00000074695	ENST00000251047	LMAN1
ENSG00000007062	ENST00000510224	PROM1
ENSG00000111834	ENST00000229554	RSPH4A
ENSG00000107295	ENST00000380607	SH3GL2
ENSG00000110395	ENST00000264033	CBL
ENSG00000169679	ENST00000302759	BUB1
ENSG00000198231	ENST00000578681	DDX42
ENSG00000135521	ENST00000367576	LTV1
ENSG00000161649	ENST00000317310	CD300LG
ENSG00000204301	ENST00000375023	NOTCH4
ENSG00000136244	ENST00000404625	IL6
ENSG00000137757	ENST00000393141	CASP5
ENSG00000175294	ENST00000312106	CATSPER1
ENSG00000124091	ENST00000617620	GCNT7
ENSG00000118491	ENST00000237275	ZC2HC1B
ENSG00000214954	ENST00000448384	LRRC69
ENSG00000258992	ENST00000451548	TSPY1
ENSG00000134077	ENST00000345094	THUMPD3
ENSG00000136206	ENST00000258704	SPDYE1
ENSG00000115884	ENST00000381150	SDC1
ENSG00000243570	ENST00000436692	CFB
ENSG00000124243	ENST00000358791	BCAS4
ENSG00000171723	ENST00000478722	GPHN
ENSG00000129749	ENST00000250699	CHRNA10
ENSG00000182093	ENST00000333781	WRB
ENSG00000170340	ENST00000301998	B3GNT2
ENSG00000157833	ENST00000401533	GAREM2
ENSG00000147606	ENST00000309536	SLC26A7
ENSG00000072195	ENST00000312358	SPEG
ENSG00000255112	ENST00000526991	CHMP1B
